soil_ph,soil_moisture,nitrogen,phosphorus,potassium,temperature,humidity,crop,irrigation_mm
6.13,50.45,91,68,131,44.6,47.64,Maize,43.9
5.8,51.47,20,50,100,19.68,61.1,Cotton,46.1
6.44,10.16,69,66,91,17.47,59.87,Maize,62.94
6.42,51.12,115,57,13,20.72,52.56,Maize,33.08
7.49,19.96,72,43,17,44.68,87.82,Cotton,76.44
6.61,19.76,91,77,80,29.5,84.48,Rice,105.83
6.72,26.41,98,66,145,41.7,83.16,Wheat,59.73
7.03,46.81,99,18,99,27.08,93.07,Rice,79.93
6.34,16.58,129,57,135,20.49,83.67,Sugarcane,130.71
6.36,56.36,81,66,10,26.24,81.85,Cotton,41.08
7.17,52.26,78,66,56,35.18,44.33,Cotton,57.47
6.15,53.7,136,26,136,15.02,86.59,Maize,23.77
7.75,17.6,138,19,21,23.82,45.41,Wheat,74.27
8.35,57.23,81,12,63,22.14,89.05,Maize,20.0
7.78,17.72,11,21,34,44.99,80.01,Rice,98.99
6.69,51.38,22,47,98,21.13,52.13,Sugarcane,124.11
8.23,35.49,62,56,61,28.15,84.55,Rice,90.61
5.98,11.25,107,13,36,16.49,77.1,Rice,104.55
6.34,18.67,74,46,119,37.52,38.16,Cotton,79.84
7.82,21.85,94,44,60,26.62,34.3,Rice,116.16
6.2,27.25,58,25,119,23.81,32.7,Cotton,74.6
7.41,39.86,15,23,32,40.44,91.57,Cotton,61.62
6.33,24.08,67,17,56,35.34,65.3,Maize,56.89
6.54,31.78,92,62,103,19.27,50.36,Maize,45.49
8.45,56.95,123,8,141,22.2,76.16,Rice,74.93
6.32,27.07,34,38,71,22.4,60.61,Cotton,73.92
7.76,38.89,76,28,9,18.44,91.2,Maize,35.8
7.85,33.12,114,57,48,27.34,56.16,Cotton,65.17
7.57,23.58,98,70,135,25.26,57.95,Wheat,64.98
7.99,15.99,125,42,147,43.5,38.91,Sugarcane,152.3
7.25,29.51,79,51,95,42.95,83.36,Wheat,66.71
7.2,42.85,49,14,93,43.28,35.38,Rice,104.31
5.8,13.78,46,60,106,21.44,34.37,Wheat,68.48
7.28,46.94,60,34,15,30.97,36.71,Maize,43.48
6.39,56.92,131,77,107,44.09,58.03,Wheat,39.98
6.54,12.52,61,5,26,21.8,69.91,Maize,58.4
6.58,51.18,31,42,103,25.52,53.57,Sugarcane,105.93
7.92,26.41,99,17,149,40.04,53.29,Sugarcane,137.54
6.05,16.98,63,31,17,28.77,49.71,Cotton,83.86
8.3,15.93,67,53,30,43.11,50.27,Rice,119.86
7.36,26.61,23,17,139,27.53,37.56,Sugarcane,128.67
7.34,56.92,90,39,104,35.44,91.11,Wheat,35.53
6.81,54.96,59,69,103,25.65,56.86,Maize,28.95
7.53,42.91,121,72,44,19.7,83.77,Cotton,50.62
6.0,53.97,40,7,140,30.07,77.55,Wheat,36.09
8.37,21.02,17,75,112,42.49,71.3,Cotton,71.68
7.76,36.56,126,43,64,28.32,88.08,Wheat,56.63
7.47,10.4,131,8,97,42.45,46.33,Maize,70.15
7.04,25.42,15,67,71,39.85,76.33,Maize,58.97
7.59,26.22,90,45,137,40.72,83.33,Cotton,65.91
6.65,40.97,12,13,64,20.73,59.88,Wheat,46.77
6.79,25.22,82,27,87,41.61,57.29,Sugarcane,141.79
7.83,16.53,121,29,78,41.94,35.47,Cotton,88.08
6.68,15.01,34,52,14,22.01,31.54,Wheat,70.12
8.11,56.32,51,58,79,27.6,30.63,Wheat,42.95
8.07,46.56,15,61,112,24.41,46.11,Maize,33.1
7.2,10.31,68,31,31,31.98,78.84,Wheat,76.87
5.9,35.66,72,16,145,39.97,82.37,Sugarcane,121.01
7.95,56.52,45,32,122,25.12,86.59,Sugarcane,99.61
5.75,20.56,80,56,128,37.77,77.29,Wheat,74.95
7.16,20.81,30,68,31,42.32,65.58,Sugarcane,138.46
7.7,27.33,139,26,20,20.14,83.78,Sugarcane,113.29
7.91,22.33,127,26,115,23.92,44.95,Sugarcane,139.58
6.73,22.03,88,61,13,31.37,36.86,Maize,60.4
7.11,14.1,77,48,38,15.9,58.89,Wheat,62.84
7.01,15.86,137,39,89,40.98,48.81,Sugarcane,156.94
6.73,31.37,69,21,100,40.52,43.1,Rice,102.54
8.3,44.45,138,15,123,17.99,69.21,Maize,23.89
6.91,34.61,74,51,110,38.74,69.16,Wheat,58.24
7.03,13.05,49,54,79,40.41,51.08,Sugarcane,151.32
7.31,44.13,69,58,34,26.34,39.32,Sugarcane,130.22
5.56,33.2,51,44,81,34.83,72.4,Rice,100.02
6.14,16.1,116,31,45,44.91,41.92,Wheat,72.01
7.28,30.57,82,77,14,17.45,46.81,Sugarcane,126.6
6.78,37.41,139,35,61,43.96,33.28,Rice,103.38
8.17,38.84,134,28,142,31.4,84.59,Sugarcane,119.77
8.09,17.53,45,49,26,30.76,75.36,Sugarcane,133.33
8.2,49.61,27,42,113,23.16,44.16,Wheat,51.64
7.28,10.81,149,20,85,34.95,66.18,Rice,120.36
6.53,16.73,53,21,58,42.55,72.24,Maize,59.78
7.69,48.99,88,47,101,15.41,50.98,Maize,27.31
7.16,17.41,41,44,145,43.73,66.77,Cotton,77.64
7.15,29.0,78,76,133,24.45,36.28,Cotton,72.37
6.03,59.37,97,79,58,41.21,94.71,Wheat,42.37
6.48,25.29,90,70,88,35.47,50.49,Rice,108.08
5.9,41.62,117,24,77,39.12,57.69,Sugarcane,128.37
7.8,25.38,120,57,113,40.5,42.76,Rice,115.37
5.88,58.17,124,30,47,23.34,80.15,Maize,27.68
8.43,33.71,20,30,46,39.6,32.7,Rice,108.03
6.99,44.47,125,46,69,44.31,65.41,Cotton,60.02
8.32,36.49,62,17,93,40.0,49.7,Maize,56.33
8.4,41.41,58,11,114,24.22,54.05,Cotton,67.06
6.45,38.99,66,30,58,29.0,34.99,Maize,48.56
6.0,13.06,101,21,97,41.18,59.39,Maize,73.02
6.87,29.85,73,11,26,19.06,42.85,Rice,105.57
6.04,23.12,134,54,56,23.92,40.56,Cotton,74.26
7.36,44.91,13,5,75,32.86,86.67,Sugarcane,114.76
7.23,27.27,45,54,127,35.35,68.53,Maize,50.0
8.14,37.92,40,8,21,30.71,50.74,Sugarcane,124.15
6.91,35.12,39,34,26,29.31,70.96,Maize,45.41
6.33,57.04,10,62,94,44.13,41.51,Rice,92.27
7.67,12.01,95,23,105,27.68,94.72,Cotton,75.71
7.35,27.09,85,33,121,28.2,71.86,Maize,45.5
6.64,12.73,12,11,112,16.45,83.33,Cotton,72.63
6.56,49.99,31,70,131,33.94,80.99,Wheat,48.43
7.3,30.71,104,18,123,29.35,31.37,Rice,106.14
7.86,24.17,83,43,126,17.4,58.72,Sugarcane,130.43
5.99,19.22,101,33,39,16.53,55.86,Cotton,57.34
6.65,51.96,93,51,136,15.22,31.68,Rice,93.64
7.16,36.02,18,64,82,43.79,33.17,Maize,56.54
7.44,12.28,119,76,117,17.32,41.04,Cotton,73.44
5.88,16.16,121,45,125,16.77,74.9,Wheat,65.27
6.01,12.77,65,31,115,27.41,72.44,Rice,101.51
7.24,11.11,76,30,140,31.5,92.61,Rice,106.17
6.01,12.55,91,70,49,29.25,89.96,Rice,99.82
5.72,24.03,44,57,30,41.23,83.99,Sugarcane,130.36
6.73,58.91,28,59,96,36.95,54.19,Maize,25.84
7.07,13.4,135,53,41,35.76,39.1,Sugarcane,153.5
6.71,35.98,63,26,20,33.98,79.98,Sugarcane,111.33
8.48,10.55,94,30,89,44.75,43.54,Cotton,98.65
6.95,30.92,86,22,91,22.31,72.63,Wheat,46.91
6.1,25.75,97,51,139,38.41,66.65,Cotton,78.41
7.2,49.81,99,44,116,18.92,58.64,Rice,75.59
6.45,55.6,101,21,32,30.41,48.73,Wheat,43.49
6.36,46.73,84,18,70,43.24,41.34,Wheat,55.18
6.91,14.57,125,39,5,20.89,31.47,Maize,63.01
8.17,39.85,34,20,77,32.16,41.75,Cotton,71.99
6.31,19.93,43,49,138,32.69,34.38,Wheat,70.31
7.67,48.63,27,64,92,27.01,82.77,Wheat,42.21
5.54,42.47,18,13,136,22.98,51.63,Maize,47.99
7.49,50.39,120,6,97,42.95,94.8,Wheat,45.4
7.66,24.36,17,71,114,16.71,38.95,Sugarcane,122.78
8.24,12.01,139,60,64,21.29,93.48,Rice,96.12
7.44,56.73,98,35,24,26.81,38.5,Sugarcane,119.29
7.23,20.34,79,71,103,27.82,71.94,Maize,56.98
7.74,21.61,68,64,130,20.96,80.92,Cotton,65.89
7.75,54.85,23,53,106,34.25,31.66,Cotton,62.69
7.86,55.16,81,46,21,24.07,85.82,Cotton,45.89
5.94,44.52,143,33,130,24.95,62.54,Wheat,49.06
7.44,35.53,124,32,135,20.31,30.33,Wheat,53.03
7.55,21.78,68,76,24,23.68,80.91,Sugarcane,127.5
7.91,59.33,65,72,39,41.19,40.98,Maize,37.11
6.93,52.45,96,45,127,40.09,65.68,Rice,85.43
6.07,46.02,136,52,137,44.44,90.61,Sugarcane,116.69
6.91,45.28,70,35,99,41.38,77.15,Rice,92.76
5.84,30.39,88,74,31,35.37,71.04,Sugarcane,124.09
8.33,24.91,105,65,120,31.33,93.43,Cotton,62.22
6.61,27.86,130,75,42,16.89,55.79,Maize,33.0
8.11,36.5,93,65,26,20.87,83.32,Sugarcane,109.15
7.45,30.95,26,62,134,42.92,72.95,Cotton,66.71
8.04,22.98,25,55,109,32.12,61.12,Wheat,70.03
8.09,15.27,116,68,26,39.67,78.94,Rice,112.36
7.67,21.59,10,8,8,22.27,34.75,Sugarcane,138.69
7.73,45.55,115,59,74,18.24,45.12,Sugarcane,112.18
7.37,14.06,122,47,43,39.45,87.03,Wheat,73.2
7.82,43.58,39,62,71,39.24,50.85,Rice,86.52
7.85,54.33,58,56,118,17.92,75.91,Rice,76.36
6.54,10.35,85,46,132,42.12,34.46,Cotton,93.29
6.05,31.41,69,66,34,28.16,93.54,Wheat,44.99
7.92,46.87,51,69,35,25.18,76.08,Cotton,56.59
8.25,45.9,128,23,61,17.12,89.11,Sugarcane,109.19
6.07,51.06,74,55,133,22.41,85.88,Cotton,47.33
5.54,35.59,74,78,21,39.59,87.73,Rice,92.17
6.1,24.21,88,38,50,43.58,79.04,Wheat,75.36
7.6,19.71,90,16,74,34.64,56.73,Maize,52.39
7.49,15.91,67,74,138,27.41,32.59,Maize,62.64
5.63,18.95,78,65,134,37.91,37.06,Rice,116.55
8.44,29.08,87,33,39,33.83,42.48,Sugarcane,140.59
5.71,26.74,23,56,10,25.68,39.65,Maize,56.03
7.29,50.72,135,64,101,20.9,45.44,Sugarcane,118.66
7.3,44.8,24,66,32,21.12,60.49,Cotton,48.13
7.9,19.01,45,75,17,25.29,74.45,Sugarcane,130.09
7.33,22.04,50,49,92,19.41,49.37,Rice,101.71
5.77,55.54,139,66,141,25.29,37.25,Cotton,63.17
7.64,22.01,83,21,22,36.87,49.6,Rice,117.52
7.3,20.06,23,53,136,43.56,77.97,Wheat,72.54
5.65,22.85,24,23,94,42.58,57.55,Rice,110.74
6.53,58.08,91,57,135,25.55,89.12,Wheat,39.31
7.94,27.09,116,53,59,39.99,94.07,Wheat,60.21
7.87,40.07,55,50,104,39.15,84.93,Rice,87.84
6.71,43.69,101,10,148,29.41,73.01,Maize,35.93
6.16,15.64,87,75,30,15.81,54.73,Rice,104.82
6.69,40.66,117,34,53,41.94,64.13,Rice,90.65
7.62,22.61,107,30,52,15.03,32.55,Maize,58.48
7.15,17.66,55,7,16,36.03,85.61,Wheat,67.24
6.75,25.47,53,10,104,18.58,51.31,Sugarcane,131.24
6.68,33.67,57,23,10,21.21,85.34,Rice,94.0
5.75,27.8,78,15,147,27.91,40.76,Sugarcane,135.12
7.41,19.82,26,30,76,24.66,66.38,Rice,111.9
8.07,43.35,44,18,18,35.89,42.54,Rice,95.86
7.96,15.07,124,5,16,16.72,41.35,Rice,103.39
7.62,45.59,130,8,86,36.83,89.97,Rice,87.36
6.08,43.33,136,16,77,27.24,48.18,Sugarcane,128.17
5.91,46.4,121,12,40,17.55,58.36,Sugarcane,109.07
6.33,37.91,59,43,24,42.68,62.65,Sugarcane,137.67
6.48,46.86,53,48,78,42.62,30.78,Cotton,76.31
6.96,14.27,79,61,130,28.73,60.9,Rice,111.13
7.85,47.51,105,52,46,20.85,62.82,Cotton,47.59
5.61,12.64,135,35,68,31.43,91.35,Cotton,76.45
6.25,15.03,93,39,118,25.39,72.5,Rice,111.19
8.15,21.57,96,56,143,41.06,66.7,Maize,50.24
7.05,24.23,98,72,46,33.92,59.62,Cotton,82.79
6.35,25.9,33,38,57,18.4,41.17,Cotton,70.43
7.14,18.23,22,33,7,40.56,66.35,Wheat,65.49
5.55,58.18,86,6,131,35.49,90.62,Sugarcane,105.52
7.23,16.31,82,36,19,41.4,72.16,Rice,111.96
5.89,25.48,115,11,44,27.07,49.37,Wheat,67.16
7.38,17.74,74,8,15,35.87,91.37,Cotton,73.59
6.26,32.14,132,20,72,40.16,82.56,Wheat,57.68
6.45,10.44,99,13,16,27.09,71.25,Sugarcane,134.73
8.43,19.35,112,62,82,17.98,57.86,Wheat,63.53
7.39,20.76,114,76,105,42.88,43.31,Sugarcane,147.2
5.69,29.36,60,14,144,43.64,89.7,Rice,103.02
5.64,26.94,107,40,105,28.04,86.52,Sugarcane,121.67
7.77,29.69,37,46,84,16.75,49.5,Sugarcane,120.55
6.92,18.4,26,39,94,32.93,73.21,Wheat,74.14
6.73,35.23,139,53,130,16.15,53.94,Maize,37.61
8.44,31.04,107,59,128,25.79,64.85,Rice,93.37
8.32,24.75,122,53,80,31.49,57.12,Cotton,82.51
8.13,20.2,96,57,88,16.64,93.17,Maize,34.57
6.91,52.89,54,22,66,30.4,76.5,Sugarcane,110.4
8.42,20.07,126,72,38,39.62,30.46,Maize,55.81
5.66,32.51,19,64,132,16.51,36.29,Wheat,54.08
7.66,24.09,94,34,53,15.66,80.34,Rice,92.84
7.32,31.42,72,23,54,15.32,79.52,Cotton,52.69
8.18,31.64,45,14,99,41.62,88.11,Sugarcane,132.36
8.28,58.1,125,24,29,43.77,39.28,Maize,31.15
7.24,24.13,102,23,132,36.27,68.2,Wheat,61.99
6.84,46.5,64,56,113,41.09,60.69,Cotton,67.67
7.64,29.65,126,77,85,33.76,90.95,Wheat,58.11
7.33,57.12,82,21,31,22.73,59.25,Rice,86.35
7.58,46.66,126,75,85,41.48,36.3,Rice,96.29
5.81,24.77,66,16,21,40.56,83.12,Cotton,71.52
5.54,54.79,41,13,19,15.97,51.83,Sugarcane,114.88
6.51,45.27,118,5,14,22.83,30.59,Rice,91.66
7.44,35.55,121,50,31,36.21,72.53,Sugarcane,123.29
6.85,56.29,80,40,42,22.87,67.78,Cotton,48.81
7.65,16.22,44,9,146,25.44,88.21,Sugarcane,130.88
6.46,36.3,32,52,129,16.55,33.2,Wheat,57.04
6.66,27.67,104,16,110,24.62,42.5,Rice,95.37
7.23,59.17,80,66,45,36.48,69.48,Cotton,38.66
5.77,43.84,54,62,130,26.86,74.67,Wheat,43.46
6.43,56.89,95,78,55,17.18,42.94,Cotton,54.8
6.54,41.01,129,70,8,17.69,76.5,Maize,37.61
7.67,10.37,30,28,8,41.15,57.19,Cotton,83.77
6.83,25.16,63,39,60,30.18,80.55,Sugarcane,128.86
6.58,44.36,108,6,81,27.28,51.41,Cotton,60.11
7.58,48.31,120,59,71,23.82,59.01,Wheat,48.57
8.46,21.26,21,17,124,28.74,55.79,Rice,110.94
6.79,38.46,44,7,124,25.01,67.66,Sugarcane,120.4
7.4,35.94,40,79,75,23.89,90.43,Maize,41.09
5.87,42.62,149,75,43,42.83,86.4,Sugarcane,117.0
7.83,50.4,93,76,53,34.39,59.79,Wheat,48.11
7.09,11.72,127,41,68,31.36,38.67,Maize,71.58
5.99,15.22,107,32,6,30.85,60.37,Rice,112.84
5.82,42.48,54,24,28,34.29,50.52,Rice,87.43
6.83,54.97,47,73,57,40.05,76.17,Maize,35.1
5.84,46.8,102,58,129,20.12,58.39,Wheat,50.9
7.31,42.71,111,62,25,27.24,52.61,Wheat,49.57
5.56,14.59,120,69,103,31.18,46.58,Maize,66.74
7.27,20.63,139,68,73,40.75,60.14,Cotton,83.87
7.85,57.34,123,40,89,16.98,93.22,Rice,66.26
6.57,44.13,99,30,76,25.29,73.35,Sugarcane,103.46
5.81,10.6,12,56,51,41.72,59.19,Cotton,83.42
7.51,51.06,71,50,143,25.56,59.0,Maize,32.3
7.51,26.7,124,67,89,37.8,33.17,Maize,58.73
6.53,37.32,24,30,142,32.47,42.13,Cotton,74.33
6.06,19.21,95,75,97,15.52,33.19,Maize,62.46
6.48,27.48,100,33,53,33.77,67.75,Rice,102.17
7.73,43.76,144,46,109,18.78,38.44,Rice,93.44
8.39,41.42,134,71,10,32.36,70.19,Maize,42.0
7.84,45.16,96,6,41,29.92,91.77,Sugarcane,109.62
8.36,20.5,12,50,59,20.28,45.3,Rice,104.36
6.98,55.74,33,78,39,44.28,44.45,Rice,93.13
6.26,54.75,24,15,83,29.8,89.26,Rice,71.92
8.28,18.27,84,45,63,28.73,46.83,Cotton,78.25
8.34,20.28,136,75,136,31.37,74.46,Rice,104.81
6.07,36.04,65,39,116,39.55,51.82,Rice,102.9
7.04,15.36,60,26,111,37.01,84.6,Maize,70.59
7.13,14.34,31,70,25,21.55,33.56,Rice,110.57
7.03,17.03,58,6,146,44.4,94.06,Maize,50.83
7.56,22.18,11,45,127,42.31,54.88,Rice,105.22
6.81,25.52,90,36,78,43.21,91.93,Rice,110.76
6.22,41.21,109,22,13,23.14,30.24,Sugarcane,122.12
6.45,49.57,88,8,86,28.73,36.21,Sugarcane,114.53
8.19,56.77,140,66,110,18.22,31.1,Maize,30.11
7.96,59.97,128,56,41,17.52,80.05,Rice,71.19
7.39,59.42,54,13,36,37.03,63.91,Sugarcane,113.71
6.11,23.03,146,30,134,44.44,70.93,Rice,104.14
6.75,18.33,53,39,59,16.63,31.2,Wheat,69.6
7.68,49.33,105,73,62,16.9,69.72,Sugarcane,103.72
8.45,28.04,39,75,122,31.04,94.75,Sugarcane,130.56
6.8,49.82,58,46,15,33.9,57.13,Sugarcane,116.72
5.93,14.68,55,48,26,23.31,59.23,Maize,52.06
7.37,54.1,120,77,119,40.55,86.15,Sugarcane,108.69
6.72,48.12,81,31,44,33.96,58.29,Maize,31.15
7.75,47.32,42,20,27,26.49,41.56,Wheat,49.75
6.56,32.01,126,73,30,32.93,78.03,Wheat,55.37
5.66,45.06,126,34,30,25.76,94.72,Wheat,37.45
6.94,34.29,139,10,50,42.13,30.05,Cotton,84.74
7.36,14.08,79,26,10,29.6,90.77,Maize,57.22
7.41,54.93,113,54,93,33.69,59.05,Wheat,39.76
5.99,30.32,22,55,38,18.76,54.83,Rice,98.75
5.58,52.76,76,77,120,43.87,92.69,Cotton,51.18
8.42,10.24,38,16,81,30.27,31.6,Maize,59.39
6.72,21.03,109,15,62,21.36,45.53,Maize,51.46
6.2,10.98,83,53,68,23.98,47.48,Cotton,74.38
8.49,52.91,35,33,82,37.26,32.05,Wheat,53.01
8.2,41.19,74,25,31,43.41,56.42,Rice,92.82
7.82,34.19,26,44,135,39.77,81.44,Sugarcane,128.52
8.05,24.46,20,73,103,32.02,54.51,Maize,52.01
8.39,23.68,124,64,35,30.08,46.76,Maize,56.72
6.53,57.67,94,24,65,17.17,74.49,Sugarcane,98.83
7.01,48.26,76,5,55,40.8,43.85,Wheat,50.01
7.43,48.13,31,61,135,33.67,90.74,Sugarcane,112.6
6.12,46.75,25,43,93,17.98,35.9,Cotton,60.21
5.89,46.0,137,54,81,43.82,88.69,Rice,85.74
7.59,14.83,78,45,78,41.21,38.24,Cotton,89.76
5.88,31.38,38,27,18,32.44,35.13,Rice,109.1
6.08,33.73,102,24,23,38.91,52.16,Cotton,68.68
5.67,37.71,82,37,21,42.53,89.04,Maize,48.18
7.31,36.39,83,78,92,43.48,49.83,Cotton,71.2
6.42,11.76,25,20,16,23.95,73.7,Cotton,70.29
6.49,23.91,41,45,138,28.73,79.37,Maize,52.19
5.56,30.95,112,59,5,43.36,89.61,Maize,43.11
7.25,33.13,130,18,50,39.63,57.88,Rice,98.08
6.3,35.96,33,67,95,26.29,90.01,Cotton,53.05
7.13,23.49,35,13,68,16.14,77.36,Rice,87.41
5.83,29.17,20,35,104,36.83,37.49,Maize,57.49
7.26,43.35,38,30,112,15.54,36.65,Wheat,51.97
7.41,50.09,84,32,127,37.21,37.67,Sugarcane,121.58
7.77,14.76,127,78,141,43.39,67.69,Maize,60.3
5.69,19.37,48,29,25,37.37,94.72,Wheat,62.73
7.5,34.67,125,54,145,41.66,34.01,Maize,48.53
7.2,42.48,106,76,85,40.09,63.28,Wheat,52.45
7.08,38.08,109,16,70,24.56,68.58,Maize,37.88
8.41,11.1,79,10,31,19.37,75.33,Rice,103.72
7.43,49.14,56,79,28,22.3,84.74,Cotton,43.72
8.26,42.51,125,46,32,29.51,50.51,Sugarcane,129.99
7.87,44.09,127,57,136,25.52,80.23,Wheat,41.14
6.6,28.67,46,11,131,27.19,82.61,Maize,46.17
6.64,12.36,62,8,112,26.71,67.61,Cotton,79.07
6.02,28.94,92,15,108,41.0,88.11,Rice,102.8
8.26,14.74,115,23,62,30.01,56.99,Sugarcane,138.18
5.53,14.57,34,23,43,20.22,51.94,Cotton,75.27
5.55,30.02,37,37,142,29.19,63.78,Sugarcane,127.07
8.21,12.54,15,44,127,25.5,90.34,Rice,96.53
5.7,37.47,110,64,101,40.31,42.67,Cotton,72.56
7.79,45.68,42,44,36,41.03,58.09,Rice,99.08
8.4,32.61,129,39,58,41.04,87.28,Maize,42.85
7.67,25.58,148,52,12,15.65,71.03,Maize,42.97
5.99,38.28,101,44,38,30.78,82.57,Maize,40.95
7.51,23.47,18,37,117,36.71,67.52,Sugarcane,123.65
7.44,11.46,124,17,69,17.3,57.71,Cotton,86.97
6.45,44.13,147,29,15,26.59,47.37,Rice,86.99
6.76,14.72,65,5,60,37.87,88.52,Maize,53.5
7.52,41.77,96,72,56,17.19,47.79,Maize,39.6
8.44,39.81,102,68,107,30.55,32.44,Wheat,61.8
8.41,37.03,107,59,123,16.95,60.27,Wheat,49.45
6.22,33.49,102,32,147,19.93,62.74,Wheat,54.44
6.52,56.78,121,18,95,30.77,76.68,Cotton,52.17
7.24,57.39,131,58,137,20.21,74.86,Maize,26.9
7.7,35.42,71,43,41,40.0,57.74,Rice,101.13
7.45,46.36,42,46,116,31.84,85.19,Rice,87.31
6.82,37.44,123,24,20,16.79,87.76,Sugarcane,112.41
6.49,25.73,102,35,48,21.16,42.32,Rice,100.1
8.16,48.75,112,22,10,44.65,60.24,Wheat,47.94
5.67,23.11,71,73,148,38.01,47.44,Rice,117.48
8.32,54.08,85,74,137,26.36,92.04,Wheat,37.54
8.12,45.4,31,68,12,36.69,32.11,Cotton,71.26
8.41,34.21,40,58,38,16.49,36.15,Sugarcane,137.04
5.6,34.96,65,11,122,33.46,56.37,Sugarcane,127.06
6.3,44.3,26,63,142,29.6,75.65,Maize,33.97
8.06,27.83,71,63,142,28.47,81.77,Wheat,65.82
7.76,41.1,113,58,44,32.77,61.36,Wheat,55.29
7.37,10.5,15,20,43,19.91,48.0,Rice,111.87
6.21,29.43,30,41,120,26.16,31.68,Wheat,61.73
6.17,49.02,103,75,126,40.23,32.34,Rice,88.93
7.18,23.97,92,43,92,38.49,84.96,Rice,106.37
7.9,35.42,137,66,145,37.42,43.61,Wheat,69.91
7.38,33.58,25,43,81,42.23,77.44,Wheat,59.22
7.71,14.0,145,70,45,42.05,90.2,Cotton,82.97
8.16,33.0,28,72,74,39.15,92.88,Rice,88.1
6.31,34.74,136,69,119,22.22,78.33,Sugarcane,114.83
6.95,24.73,40,21,114,37.65,92.09,Sugarcane,134.92
6.22,26.18,11,9,8,25.69,75.31,Maize,36.59
6.76,38.11,23,60,85,17.34,75.94,Maize,40.53
8.26,23.53,17,7,23,43.26,78.07,Wheat,66.49
6.73,33.54,42,9,81,38.72,59.51,Rice,97.0
6.4,29.2,72,52,16,22.56,89.85,Maize,45.61
7.29,28.3,130,78,78,18.87,64.9,Maize,56.94
8.31,25.42,32,31,41,16.09,36.62,Maize,47.1
6.61,35.08,60,52,106,27.19,61.53,Rice,97.23
7.12,50.92,45,62,15,25.37,78.31,Maize,35.31
7.15,56.49,67,60,132,33.29,46.63,Wheat,43.19
6.72,43.88,24,7,47,29.84,88.16,Rice,80.59
8.2,54.81,56,61,54,27.93,42.87,Rice,76.44
6.81,30.44,11,47,75,24.62,38.77,Maize,53.85
6.83,27.34,70,25,92,17.19,90.62,Wheat,40.99
6.68,49.63,135,28,18,41.2,32.71,Sugarcane,126.52
7.32,36.16,35,70,84,22.83,86.92,Sugarcane,122.55
7.76,10.88,38,41,85,15.48,54.22,Rice,110.78
5.72,49.51,51,36,36,29.47,76.77,Sugarcane,101.38
6.58,40.5,115,6,85,32.14,78.45,Cotton,51.34
6.88,50.9,82,57,104,21.82,52.05,Cotton,48.1
6.99,31.93,115,47,138,17.68,58.46,Sugarcane,119.23
7.82,13.78,134,68,66,15.52,65.73,Rice,98.52
8.07,33.71,91,78,136,34.93,76.07,Wheat,49.55
7.79,49.5,44,14,69,41.47,58.2,Sugarcane,119.39
7.74,59.99,78,26,68,24.13,35.62,Maize,31.82
8.5,24.34,58,55,74,16.94,93.21,Wheat,57.06
7.13,37.99,88,12,40,18.39,86.55,Rice,78.18
6.79,24.36,110,33,131,44.68,33.56,Maize,66.25
6.57,34.1,74,19,136,23.23,56.0,Sugarcane,125.19
6.73,26.65,93,69,81,24.51,60.38,Sugarcane,134.54
6.36,58.08,118,21,117,17.96,67.69,Wheat,25.77
7.11,49.42,90,77,14,39.73,66.71,Sugarcane,124.8
6.04,14.99,29,52,134,18.93,45.31,Rice,107.23
7.06,58.76,103,26,74,22.02,33.9,Maize,40.16
7.05,16.22,10,76,54,17.67,63.25,Maize,51.06
7.36,17.97,29,24,25,32.74,76.75,Rice,100.02
7.74,35.72,119,35,46,24.3,62.99,Maize,47.44
6.8,29.3,28,55,74,24.81,70.82,Maize,43.77
6.33,55.48,137,75,60,42.27,92.25,Cotton,49.93
6.41,29.64,75,70,148,19.57,47.16,Sugarcane,123.59
6.78,46.64,68,45,116,20.79,42.42,Rice,83.36
7.8,20.29,141,14,79,43.1,36.91,Rice,120.04
8.03,34.14,84,45,33,42.9,54.93,Rice,107.1
7.92,10.18,137,34,29,21.89,42.97,Maize,62.94
5.61,42.17,95,21,146,40.54,61.4,Wheat,56.13
6.1,20.77,119,79,140,35.17,64.53,Sugarcane,136.32
5.8,50.61,57,56,88,41.34,65.71,Wheat,42.13
6.35,46.1,111,43,62,18.86,91.6,Rice,84.69
6.93,25.86,75,14,130,24.3,82.78,Maize,47.01
5.64,38.32,56,20,47,28.4,30.46,Maize,52.58
7.96,27.99,68,53,67,26.25,63.08,Wheat,66.99
8.21,52.52,24,50,68,16.82,56.87,Rice,75.03
7.14,31.8,61,58,92,16.16,42.62,Rice,99.36
8.0,52.13,96,9,59,16.21,82.31,Rice,73.84
6.61,52.73,70,19,135,17.5,90.35,Cotton,51.02
8.23,27.28,120,69,61,20.6,84.03,Rice,96.63
7.8,27.53,102,19,115,15.01,45.68,Rice,94.26
7.92,23.98,139,27,27,15.63,32.37,Wheat,59.09
8.21,13.67,73,56,42,37.2,50.13,Sugarcane,147.45
6.71,13.82,53,72,132,39.26,46.86,Rice,120.52
7.41,32.71,149,66,98,28.46,64.95,Maize,51.13
6.68,42.3,135,54,93,35.65,81.03,Maize,41.69
7.89,16.77,81,73,137,24.08,60.4,Wheat,64.42
8.16,32.76,10,62,93,43.3,63.81,Maize,42.93
7.53,48.93,120,59,147,16.03,62.34,Cotton,47.97
